C94321,A-4276069,32/13/2023,"23,436.87",,EUR,In Review,SHJ,,,,1,,In Review,,,
C33852,A-7803127,Dec-02-24,"23,986.88",23986.88,EUR,,DXB,,,,Y24,m12,,,,
C39612,A-9794367,2024-12-13,5754.55,(5800.66),OMR,In Review,AUH,,,,Y24,,In Review,,,
C14534,A/75096,21/12/2024,6133.48,,SAR,Pending,RAK,ملاحظة,ملاحظة,,Y24,,Pending,,,
,A-6063454,2024-12-07,"-1,421.77","-1,373.06",GBP,Pending,FJR,!!!,!!!,,Y24,m12,Pending,,,
,A-3095039,32/13/2023,"26,524.82",,SAR,In Review,AUH,needs review,needs review,,Y24,m12,In Review,,,
,A-1258691,2024-12-20 00:00:00,28149.86,28149.86,OMR,In Review,UAQ,ملاحظة,ملاحظة,,0,22,In Review,,x,
C43801,A-9189692,Dec-07-24,5439.14,5439.14,SAR,,AUH,ok,ok,,0,44,,,,
C77737,A-3815535,12/12/2024,4834.00748114826,,SAR,,FJR,ok,ok,,0,m12,,,,
C80755,A/97562,2024-12-13 00:00:00,,-1341.9433256292966,GBP,Pending,SHJ,,,junk,,47,Pending,,,
C84408,A-5155242,,,28447.13703754603,USD,In Review,RAK,!!!,!!!,,,,In Review,,,x
C90174,A-1868799,08/12/2024,,-2074.68,EUR,,UAQ,needs review,needs review,,Y24,43,,,,
C74869,A-6869461,32/13/2023,(6168.16),,AED,,AUH,ok,ok,junk,,m12,,,,x
C96694,A-8359022,2024-12-10 00:00:00,(5528.90),,USD,Closed,RAK,needs review,needs review,,Y24,,Closed,,,
C31316,A-1278420,2024-12-09,-7601.66,-7601.66,GBP,Pending,DXB,ok,ok,junk,,m12,Pending,,,
C93954,A-3983536,2024-12-08,1845.290718181578,"1,928.46",AED,,DXB,ملاحظة,ملاحظة,,Y24,m12,,,,
C60324,A/87525,2024-12-28,-7551.26,-7565.749197091443,SAR,Closed,  DXB,ok,ok,,0,,Closed,,,x
,A-6954464,2024-12-10,15673.88488794938,,USD,CANCELLED,FJR,ok,ok,,Y24,m12,CANCELLED,,,
C68405,A-1488278,11/12/2024,29150.49,29168.270167342722,GBP,CANCELLED,AUH,needs review,needs review,,0,m12,CANCELLED,,,
C37144,A-4564220,06 December 2024,17426.23667092459,,SAR,,AUH,needs review,needs review,,Y24,53,,,,
C31621,A/2134,13/12/2024,16284.2,,GBP,Pending,DXB,needs review,needs review,,Y24,m12,Pending,,x,
,A-4466631,09/12/2024,-5013.37,,AED,,  FJR,,,,0,,,,,
