IDs,IDs,Dates,Amounts,Amounts,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta,Meta
C16363,A-8154916,2023-08-27 00:00:00,,(13050.22),EUR,Closed,AUH,ok,ok,,,70,AUH,,,
C26682,A-8221295,2023-08-16 00:00:00,15723.12,"15,679.78",SAR,Closed,RAK,ملاحظة,ملاحظة,,Y23,,RAK,x,,x
C35968,A-7380382,0000-00-00,20996.98,,SAR,In Review,DXB,ok,ok,,Y23,m8,DXB,,,
C97153,A-7071568,2023-08-23,not available,29692.18,EUR,In Review,SHJ,,,,Y23,m8,SHJ,,,
C22166,A-9574881,32/13/2023,,(7042.01),OMR,In Review,SHJ,ok,ok,,1,45,SHJ,,,
C62667,A-1129281,Aug-05-23,(21897.41),21897.41,SAR,Pending,DXB,,,,Y23,,DXB,,,
C37213,A-9609188,2023-08-07,-6182.18,-6182.18,USD,Pending,AAN,ok,ok,,Y23,m8,AAN,,x,
C17423,A-9250366,2023-08-18 00:00:00,8273.47,8244.56312368843,OMR,,AAN,ملاحظة,ملاحظة,,0,m8,AAN,,,
C99855,A-4580747,2023-08-17,7557.13,(7557.13),EUR,CANCELLED,  AUH,,,x,Y23,,AUH,,,x
C83548,A-4743391,2023-08-21,217.64,217.64,EUR,Open,AUH,needs review,needs review,,Y23,m8,AUH,,,
C46700,A-4174382,32/13/2023,,,OMR,Pending,AUH,,,,,,AUH,,,
C16669,A-6094059,2023-08-10,9229.24,"9,229.24",AED,In Review,UAQ,ok,ok,,,m8,UAQ,,,
C84201,A-4973989,10 August 2023,(17713.97),17704.70431270389,EUR,Closed,FJR,needs review,needs review,,Y23,m8,FJR,,,
C72678,A-4660175,19/08/2023,-4393.93,"-4,422.78",SAR,,SHJ,needs review,needs review,,Y23,m8,SHJ,,,
C82341,A-3119328,Aug-04-23,(5797.67),5823.3,EUR,Open,UAQ,needs review,needs review,,,,  UAQ,,,
,A-7253422,02/08/2023,20819.983839033506,"20,830.85",EUR,Pending,SHJ,needs review,needs review,x,0,m8,SHJ,,,
C23561,A/6895,04/08/2023,-336.3326364959849,-342.4502241140039,OMR,Open,UAQ,needs review,needs review,,,,UAQ,,,
C50276,A-3202220,2023-08-10,10954.28,10954.28,SAR,,AAN,,,,0,m8,AAN,,,
C24595,A-4960302,Aug-16-23,(7914.39),7914.39,SAR,,  RAK,ملاحظة,ملاحظة,,,m8,RAK,,,
,A-2740339,Aug-02-23,,5278.887167577866,EUR,,DXB,ok,ok,,Y23,87,DXB,,x,
C78968,A-8137977,Aug-06-23,,-4518.37,GBP,Open,AUH,ok,ok,,Y23,73,AUH,,,
C62167,A-5191522,11 August 2023,,-7175.43,EUR,Pending,DXB,!!!,!!!,,Y23,47,  DXB,,,
C34019,A-5815672,03 August 2023,17406.83,"17,448.59",OMR,,UAQ,,,,Y23,,UAQ,,x,
,A-4918126,32/13/2023,19436.48,19436.48,EUR,CANCELLED,AAN,,,,Y23,,AAN,,,
C72025,A-2932395,03 August 2023,-7336.97,-7336.97,GBP,,AAN,,,,Y23,,AAN,,,
C43617,A-3724628,32/13/2023,,2914.445149593787,SAR,In Review,AAN,needs review,needs review,,Y23,,AAN,,,
C57991,A-6808587,2023-08-04,28739.85374724247,28769.06,GBP,Open,DXB,ملاحظة,ملاحظة,,Y23,m8,DXB,,,
C29502,A-3038611,27 August 2023,(12525.08),12525.08,OMR,,  AAN,,,,Y23,,AAN,,,
,A/80734,Aug-17-23,1339.68,1339.68,sar ,,RAK,needs review,needs review,,Y23,m8,RAK,,x,
