C28339,A/73578,32/13/2023,-150.3930758887065,,EUR,Open,AUH,needs review,needs review,junk,,m11,AUH,,,
C83624,A-5515076,2022-11-25,14800.84,(14833.33),AED,,AAN,ملاحظة,ملاحظة,,Y22,m11,AAN,,,
C44667,A-4265048,Nov-21-22,-1099.21,-1099.21,OMR,,AAN,needs review,needs review,,Y22,83,  AAN,,,
C94241,A-3591680,2022-11-12,"28,469.42",,OMR,,AUH,ملاحظة,ملاحظة,,Y22,,AUH,x,x,
C48282,A-3062120,2022-11-03 00:00:00,3171.329163121811,3173.050533375334,USD,Closed,RAK,needs review,needs review,,Y22,m11,RAK,,,
,A-2276970,04 November 2022,13141.29,13141.29,EUR,Pending,SHJ,,,,0,m11,SHJ,x,,
C29895,A-9198511,,"19,032.50","18,995.89",SAR,Pending,  RAK,ok,ok,,Y22,m11,RAK,,,
C61501,A-9605916,,,,USD,,RAK,needs review,needs review,,,m11,  RAK,,,
C70632,A-8897033,Nov-22-22,23346.77,23346.77,usd ,In Review,  UAQ,ok,ok,,,m11,UAQ,x,,
C15151,A-5675840,12/11/2022,3345.67,,AED,Pending,SHJ,ok,ok,,,25,SHJ,,,
C81277,A-5881505,,,(21446.97),AED,Open,SHJ,ok,ok,,Y22,93,SHJ,,,
C11799,A/50612,,,,SAR,Pending,UAQ,ok,ok,,1,,UAQ,,,
C29151,A-4480556,32/13/2023,21436.14,,EUR,Pending,RAK,ok,ok,,,,RAK,,,x
C81563,A-8179208,19/11/2022,-2757.56,"-2,757.56",GBP,In Review,DXB,!!!,!!!,,,m11,DXB,,,
C29693,,2022-11-15,8459.780334806219,"8,505.06",USD,In Review,FJR,needs review,needs review,,Y22,92,FJR,,,
C89260,A-4402384,Nov-12-22,-694.38,-694.38,USD,,FJR,needs review,needs review,,Y22,93,FJR,,,
C94020,A-3238960,2022-11-16,-2710.57,,EUR,CANCELLED,  UAQ,ok,ok,,Y22,m11,UAQ,,,
,A-5485653,Nov-02-22,1361.05,1350.357248768438,AED,Pending,DXB,ok,ok,,Y22,m11,DXB,,,
C41962,A-2295401,2022-11-11,-5578.415186124338,-5571.06,GBP,Closed,  FJR,ok,ok,junk,,m11,  FJR,,,
C92425,A-4222015,28/11/2022,,-2661.38,EUR,Pending,AUH,needs review,needs review,,Y22,63,AUH,,,
C58694,A-5684559,32/13/2023,,9777.48,EUR,Open,FJR,!!!,!!!,,1,m11,FJR,,,
C87634,A-5737110,2022-11-02,28153.98,28180.98031138735,USD,Open,AUH,,,,Y22,m11,AUH,,,
C24420,,09/11/2022,10490.62,10490.62,AED,Pending,FJR,ملاحظة,ملاحظة,,1,,FJR,,,
C19412,A-6171508,Nov-20-22,7891.061125211278,(7891.21),SAR,In Review,  FJR,needs review,needs review,,Y22,m11,FJR,,,x
C73853,A-2119613,03 November 2022,not available,7337.56,OMR,Pending,UAQ,ملاحظة,ملاحظة,,Y22,82,UAQ,,,
C41110,A-3207433,Nov-17-22,20242.45272339124,20248.61,GBP,Open,UAQ,!!!,!!!,,Y22,m11,UAQ,,,
C15946,A/20543,23/11/2022,-6736.69,-6736.69,OMR,,FJR,,,,,,FJR,,,
